review_id,customer_id,product_id,rating,review_text,review_date
R00496,C0093,P0008,2,terrible experience,2024-02-06
R00497,C0251,,5,Amazing product,2023-05-28
R00498,C0317,P0081,5,Average quality,2023-09-14
R00499,C0043,P0082,5, Terrible experience ,2025-03-14
R00500,C0216,P0036,4,I LOVE THIS PRODUCT,2023-05-16
R00501,C0251,P0089,5, Amazing product ,2024-03-26
R00502,C0227,P0044,4,Not worth the price,2025-01-20
R00503,C0359,P0091,3,good product,2024-05-22
R00504,C0351,P0098,2,terrible experience,2024-01-30
R00505,C0003,P0010,1,WILL BUY AGAIN,2025-03-02
R00506,C0444,P0068,2,excellent,2024-01-01
R00507,C0082,P0073,2,GOOD PRODUCT,2023-05-02
R00508,C0253,P0038,5,Very good quality,2025-02-23
R00509,C0365,P0090,5, Average quality ,2024-03-07
R00510,C0282,P0049,5, Good product ,2024-08-30
R00511,C0439,P0085,3,excellent,2023-07-17
R00512,C0072,P0028,4,bad product,2024-09-07
R00513,C0379,P0033,4, Average quality ,2025-08-29
R00514,C0195,P0007,2, Terrible experience ,2025-03-16
R00515,C0233,P0083,2,excellent,2025-10-03
R00516,C0271,P0069,5,Amazing product,2023-12-03
R00517,C0063,P0070,2,Very good quality,2023-03-22
R00518,C0083,P0078,2, Good product ,2025-10-28
R00519,C0242,P0080,5, Terrible experience ,2025-12-27
R00520,C0372,P0014,5, product is okay ,2023-07-14
R00521,C0377,P0045,4, Terrible experience ,2025-03-11
R00522,C0327,P0087,3, Not worth the price ,2024-11-08
R00523,C0190,P0059,4, Terrible experience ,2025-01-16
R00524,C0011,P0029,4, Terrible experience ,05/04/2024
R00525,C0237,P0094,4,fast delivery,2024-07-26
R00526,C0478,P0078,5, Very good quality ,2023-02-12
R00527,C0390,P0080,5,Will buy again,2024-03-21
R00528,C0483,P0062,5,Poor packaging,2024-08-01
R00529,C0437,P0052,4,Fast delivery,2023-11-29
R00530,C0023,P0069,3,GOOD PRODUCT,2024-08-14
R00531,C0110,P0025,4, Average quality ,2024-03-10
R00532,C0314,P0070,1,BAD PRODUCT,2023-02-23
R00533,C0435,P0005,5, Good product ,2023-02-18
R00534,C0488,P0099,3,i love this product,2024-12-16
R00535,C0229,P0045,4,excellent,2025-06-08
R00536,C0405,P0092,5,Very good quality,2025-05-19
R00537,C0072,P0044,3,VERY GOOD QUALITY,2023-08-02
R00538,C0420,P0019,4,product is okay,2024-02-19
R00539,C0432,P0045,2, Poor packaging ,2023-12-02
R00540,C0411,P0023,2,NOT WORTH THE PRICE,2024-04-06
R00541,C0444,P0004,5,Poor packaging,2023-04-19
R00542,C0384,P0034,5, Poor packaging ,2023-01-27
R00543,C0354,P0066,4,will buy again,2025-05-29
R00544,C0041,P0014,5,BAD PRODUCT,2025-01-22
R00545,C0155,P0039,4,will buy again,2024-04-19
R00546,C0164,P0088,2, Terrible experience ,2025-08-09
R00547,C0065,P0012,5,Very good quality,2023-10-01
R00548,C0360,P0052,4,Poor packaging,2023-08-05
R00549,C0272,P0013,10,product is okay,2025-07-18
R00550,C0461,P0055,5,excellent,2025-01-22
R00551,C0171,P0020,2,not worth the price,2025-09-18
R00552,C0335,P0058,3,VERY GOOD QUALITY,2023-05-29
R00553,C0392,P0001,1, Not worth the price ,2025-12-29
R00554,C0331,P0056,4, Average quality ,2025-05-08
R00555,,P0040,5,very good quality,2024-08-18
R00556,C0121,P0045,4, Amazing product ,2024-09-28
R00557,C0292,P0043,4,EXCELLENT,2025-08-13
R00558,C0096,P0044,4,Bad product,2024-10-12
R00559,C0474,P0049,4,POOR PACKAGING,2025-10-03
R00560,C0416,P0097,5,Excellent,2025-02-04
R00561,C0321,P0050,2, Good product ,2024-04-04
R00562,C0499,P0086,5, product is okay ,25/05/2024
R00563,C0379,P0004,5,,2024-06-26
R00564,C0009,P0079,5,fast delivery,2023-05-07
R00565,C0408,P0083,5,terrible experience,2023-06-07
R00566,C0394,P0013,4,AMAZING PRODUCT,2025-02-17
R00567,C0324,P0095,5,Excellent,2023-10-16
R00568,C0334,P0040,3, I love this product ,2025-10-03
R00569,C0368,P0076,3,not worth the price,2023-06-04
R00570,C0186,P0082,-2,PRODUCT IS OKAY,2024-12-06
R00571,C0323,P0030,5, Excellent ,2025-10-31
R00572,C0047,P0051,5,bad product,2023-02-05
R00573,C0281,P0095,4,TERRIBLE EXPERIENCE,2025-11-08
R00574,C0369,P0090,2, Will buy again ,2025-04-16
R00575,C0339,P0025,4, Good product ,2025-12-31
R00576,C0483,P0011,2,product is okay,2025-12-05
R00577,C0477,P0026,3,AVERAGE QUALITY,2024-02-24
R00578,C0165,P0056,4, Poor packaging ,2023-05-06
R00579,C0478,P0067,5,i love this product,2025-06-26
R00580,C0471,P0097,6, Excellent ,2024-08-05
R00581,C0151,P0090,4,AVERAGE QUALITY,2023-07-12
R00582,C0238,P0050,5,Bad product,2023-07-13
R00583,C0252,P0096,5,Average quality,2024-05-09
R00584,C0209,P0037,1, I love this product ,2024-09-09
R00585,C0328,P0026,3,bad product,2025-03-11
R00586,C0374,P0039,4,POOR PACKAGING,2025-09-16
R00587,C0369,P0082,1,bad product,2024-11-18
R00588,C0345,P0022,2,POOR PACKAGING,2023-03-24
R00589,C0179,P0034,4,Poor packaging,2023-11-13
R00590,C0225,P0062,4,Excellent,2024-04-02
R00591,C0474,P0024,2, Fast delivery ,2025-12-03
R00592,C0344,P0099,2, Poor packaging ,2025-08-10
R00593,C0207,P0029,4,average quality,2023-01-15
R00594,C0054,P0080,3,I LOVE THIS PRODUCT,2024-05-31
R00595,C0240,P0055,3,FAST DELIVERY,2024-01-08
R00596,C0067,P0039,5,Not worth the price,2025-04-01
R00597,C0170,P0098,4,VERY GOOD QUALITY,2025-04-24
R00598,C0035,P0062,5,Fast delivery,2023-05-28
R00599,C0127,P0048,4,WILL BUY AGAIN,2023-10-22
R00600,C0153,P0042,5,Average quality,2025-07-19
R00601,C0321,P0042,1,GOOD PRODUCT,2023-02-17
R00602,C0453,P0057,4, Average quality ,2024-11-12
R00603,C0489,P0006,5,i love this product,2025-05-01
R00604,C0274,P0059,4,POOR PACKAGING,2024-09-02
R00605,C0280,P0086,2, Excellent ,2023-09-01
R00606,C0224,P0006,3,I LOVE THIS PRODUCT,26/04/2024
R00607,C0311,P0037,3,POOR PACKAGING,2023-12-28
R00608,C0448,P0017,5,average quality,12/01/2025
R00609,C0423,P0097,2,POOR PACKAGING,2023-09-01
R00610,C0008,P0085,4,EXCELLENT,2025-01-16
R00611,C0159,P0014,5,i love this product,18/05/2025
R00612,C0181,P0040,5, Not worth the price ,2023-08-07
R00613,C0051,P0014,5,PRODUCT IS OKAY,2023-08-12
R00614,C0052,P0038,1, product is okay ,2025-08-05
R00615,C0291,P0083,5,product is okay,2023-06-12
R00616,C0425,P0074,5,Poor packaging,2024-04-26
R00617,C0161,P0067,5, Average quality ,30/07/2024
R00618,C0459,P0091,4, Good product ,2023-07-22
R00619,C0244,P0010,3, Bad product ,2025-06-25
R00620,C0358,P0014,5, Fast delivery ,2025-02-27
R00621,C0174,P0025,5,amazing product,2023-01-10
R00622,C0050,P0088,5,i love this product,2024-07-31
R00623,C0292,P0033,3,good product,2025-12-13
R00624,C0099,P0004,1,terrible experience,2023-11-24
R00625,C0326,P0006,3, Not worth the price ,2024-06-19
R00626,C0310,P0080,5,TERRIBLE EXPERIENCE,2025-03-07
R00627,C0384,P0038,4, Good product ,2023-11-13
R00628,C0126,P0060,5,Not worth the price,2024-05-30
R00629,C0421,P0054,4,PRODUCT IS OKAY,2024-10-15
R00630,C0495,P0017,4,poor packaging,
R00631,C0122,P0071,5,not worth the price,2024-10-17
R00632,C0212,P0006,4,Good product,2023-01-17
R00633,C0279,P0004,4,product is okay,2023-09-04
R00634,C0394,P0071,5,poor packaging,28/01/2023
R00635,C0127,P0001,1, Good product ,2024-11-11
R00636,C0234,P0069,5,Bad product,2025-03-24
R00637,C0377,P0062,5,product is okay,2023-11-25
R00638,C0336,P0081,5, Bad product ,15/04/2023
R00639,C0098,P0002,5,I LOVE THIS PRODUCT,2023-05-25
R00640,C0440,P0070,2,Very good quality,2025-05-18
R00641,C0088,P0022,4, Excellent ,2025-08-15
R00642,C0332,P0051,4, Bad product ,2023-08-20
R00643,C0036,P0045,4, Will buy again ,2023-05-19
R00644,C0288,P0008,5, I love this product ,2023-01-06
R00645,C0348,P0017,0,i love this product,2023-10-02
R00646,C0086,P0089,5,Amazing product,2024-09-23
R00647,C0478,P0020,5,PRODUCT IS OKAY,2025-04-17
R00648,C0276,P0099,3,Excellent,2024-09-19
R00649,C0361,P0050,5,EXCELLENT,2025-09-25
R00650,C0138,P0079,5,FAST DELIVERY,2024-12-20
R00651,C0028,P0079,5,bad product,2024-04-15
R00652,C0185,P0047,5, Poor packaging ,2025-10-29
R00653,C0433,P0020,4,Poor packaging,2024-03-28
R00654,C0336,P0028,3,product is okay,2025-11-22
R00655,C0050,P0056,5, Very good quality ,2023-02-24
R00656,C0492,P0072,4,I love this product,2025-01-18
R00657,C0358,P0082,3,bad product,2025-04-18
R00658,C0369,P0075,2,Amazing product,2023-04-27
R00659,C0449,P0087,5, Amazing product ,2024-09-01
R00660,C0240,P0073,2,FAST DELIVERY,2023-11-18
R00661,C0096,P0060,5,Amazing product,2025-11-06
R00662,C0375,P0089,5,Very good quality,2024-07-16
R00663,C0135,P0070,4,Very good quality,2023-05-26
R00664,C0316,P0016,4, I love this product ,2023-11-28
R00665,C0173,P0067,4,Average quality,2025-09-17
R00666,C0132,P0006,3,GOOD PRODUCT,2023-12-23
R00667,C0283,P0100,4,POOR PACKAGING,2025-03-25
R00668,C0277,P0003,4,I LOVE THIS PRODUCT,2024-01-15
R00669,C0425,P0008,0,poor packaging,2023-02-16
R00670,C0411,P0003,4,very good quality,2025-10-16
R00671,C0108,P0098,4,product is okay,2024-10-21
R00672,C0352,P0019,4,PRODUCT IS OKAY,2023-09-21
R00673,C0420,P0090,4,TERRIBLE EXPERIENCE,2025-02-04
R00674,C0216,P0065,5,GOOD PRODUCT,2024-07-03
R00675,C0308,P0094,4,GOOD PRODUCT,2023-01-03
R00676,C0356,P0084,2, Poor packaging ,2023-08-16
R00677,C0109,P0049,2,BAD PRODUCT,2024-07-13
R00678,C0151,P0080,5,product is okay,2024-08-07
R00679,C0348,P0005,5,good product,2023-10-05
R00680,C0177,P0015,5,amazing product,2023-03-23
R00681,C0334,P0058,4,bad product,2024-09-23
R00682,C0400,P0055,5,Good product,2025-01-06
R00683,C0243,P0089,5,I LOVE THIS PRODUCT,2023-11-23
R00684,C0273,P0062,5,I LOVE THIS PRODUCT,2024-08-14
R00685,C0125,P0007,4,PRODUCT IS OKAY,2025-12-24
R00686,C0226,P0017,3,product is okay,2023-03-02
R00687,C0049,P0087,5,good product,2023-03-17
R00688,C0425,P0054,5,EXCELLENT,2024-06-30
R00689,C0158,P0081,5,Terrible experience,2023-06-14
R00690,C0420,,4, Terrible experience ,2023-10-03
R00691,C0079,P0021,1, Excellent ,2023-02-01
R00692,C0445,P0073,4,i love this product,2024-12-06
R00693,C0110,P0100,4,not worth the price,2024-01-19
R00694,C0435,P0062,5,Not worth the price,2024-12-05
R00695,C0185,P0094,5,fast delivery,2024-12-11
R00696,C0261,P0053,3,Poor packaging,2024-10-25
R00697,C0449,P0070,5,FAST DELIVERY,2023-02-20
R00698,C0219,P0098,5, Not worth the price ,2024-07-01
R00699,C0257,P0062,5,POOR PACKAGING,2023-12-10
R00700,C0159,P0066,5,I love this product,2023-08-17
R00701,C0027,P0007,3, Bad product ,2024-12-04
R00702,C0208,P0083,4,Average quality,2024-11-28
R00703,C0123,P0037,5,I LOVE THIS PRODUCT,2025-11-09
R00704,C0300,P0034,4, product is okay ,2025-11-07
R00705,C0234,P0001,4,AVERAGE QUALITY,2023-08-31
R00706,C0160,P0048,5,Good product,2024-11-04
R00707,C0198,P0028,5,Terrible experience,2024-02-06
R00708,C0219,P0078,4, Fast delivery ,2023-08-05
R00709,C0268,P0014,5,amazing product,2025-03-17
R00710,C0102,P0069,5, product is okay ,2025-06-21
R00711,C0187,P0084,5,Amazing product,2024-12-14
R00712,C0144,P0021,4,Bad product,2025-12-10
R00713,C0341,P0025,5,excellent,07/11/2023
R00714,C0316,P0086,4, Amazing product ,2025-07-31
R00715,C0456,P0060,5,WILL BUY AGAIN,2023-06-28
R00716,C0003,P0014,2,Will buy again,2025-02-11
R00717,C0402,P0059,-2,Average quality,2024-02-01
R00718,C0425,P0034,4,Poor packaging,2023-01-06
R00719,C0267,P0043,5, Amazing product ,2023-11-14
R00720,C0133,P0029,4,product is okay,2025-05-01
R00721,C0139,P0061,4,Average quality,2024-02-25
R00722,C0157,P0100,5, I love this product ,2025-03-10
R00723,C0265,P0069,5,amazing product,2024-03-10
R00724,C0214,P0011,5,not worth the price,2023-07-05
R00725,C0270,P0086,5,I love this product,2025-07-29
R00726,C0496,P0094,4,FAST DELIVERY,2025-12-08
R00727,C0277,P0038,5,EXCELLENT,2023-06-16
R00728,C0213,P0082,5,fast delivery,2023-11-29
R00729,C0464,P0089,5, I love this product ,2023-03-16
R00730,C0015,P0042,5, Excellent ,2023-05-13
R00731,C0215,P0003,3,fast delivery,2024-10-14
R00732,C0251,P0039,5,good product,2023-10-14
R00733,C0410,P0069,5,Terrible experience,2024-09-10
R00734,C0319,P0048,5,poor packaging,2025-06-23
R00735,C0165,P0048,4,AMAZING PRODUCT,2023-07-12
R00736,C0213,P0067,5,Very good quality,2024-04-10
R00737,C0266,P0031,1,I LOVE THIS PRODUCT,2024-03-05
R00738,C0267,P0089,6,will buy again,2024-05-10
R00739,C0471,P0040,4,Very good quality,2023-12-17
R00740,C0392,P0096,5,AVERAGE QUALITY,2024-11-02
R00741,C0089,P0026,5,Bad product,2025-01-27
R00742,C0029,P0096,5,BAD PRODUCT,2024-08-14
R00743,C0429,P0064,4, Very good quality ,2023-07-28
R00744,C0092,P0090,5,I love this product,2024-07-06
R00745,C0171,P0014,5,terrible experience,2024-08-02
R00746,C0264,P0053,5,Excellent,2023-10-02
R00747,C0029,P0020,4,Excellent,2023-07-24
R00748,C0325,P0005,4,bad product,2025-12-10
R00749,C0023,P0049,5, Good product ,2025-09-19
R00750,C0426,P0038,4,Average quality,2024-03-01
R00751,C0349,P0054,3,GOOD PRODUCT,2024-01-07
R00752,C0495,P0096,5,NOT WORTH THE PRICE,2024-03-02
R00753,C0188,P0051,3, Average quality ,2023-06-01
R00754,C0327,P0023,5,AMAZING PRODUCT,2025-10-11
R00755,C0088,P0043,1,BAD PRODUCT,2023-07-13
R00756,C0370,P0012,4,Average quality,2024-04-11
R00757,C0438,P0013,5,I LOVE THIS PRODUCT,2023-09-25
R00758,C0343,P0049,5,POOR PACKAGING,2025-01-19
R00759,C0374,P0096,1,Terrible experience,2024-09-30
R00760,C0087,P0050,4,good product,2023-10-18
R00761,C0126,P0043,5, Average quality ,2025-08-21
R00762,C0087,P0033,3,GOOD PRODUCT,2024-10-16
R00763,C0478,P0047,5,TERRIBLE EXPERIENCE,2024-04-30
R00764,C0208,P0010,1, Very good quality ,2024-04-07
R00765,C0003,P0035,5,Fast delivery,2025-12-23
R00766,C0070,P0061,5,fast delivery,2023-12-05
R00767,C0027,P0065,3, I love this product ,2023-03-15
R00768,C0215,P0072,5,Terrible experience,2024-04-06
R00769,C0188,P0046,3,NOT WORTH THE PRICE,2024-05-06
R00770,C0303,P0072,4,VERY GOOD QUALITY,2025-12-12
R00771,C0285,P0034,5, Excellent ,2025-06-17
R00772,C0405,P0050,4,AMAZING PRODUCT,2023-03-28
R00773,C0177,P0092,1, Fast delivery ,2025-09-27
R00774,C0107,P0026,5,Poor packaging,2023-01-07
R00775,C0499,P0095,4,BAD PRODUCT,2025-04-11
R00776,C0001,P0074,5, product is okay ,2024-08-14
R00777,C0129,P0059,1, Fast delivery ,2023-02-23
R00778,C0414,P0041,2,good product,2024-11-13
R00779,C0430,P0051,4,fast delivery,2024-10-23
R00780,C0392,P0079,4,product is okay,2023-03-21
R00781,C0166,P0069,5,Not worth the price,2025-10-14
R00782,C0384,P0092,5,WILL BUY AGAIN,30/09/2023
R00783,C0087,P0038,3, Bad product ,2023-03-28
R00784,C0010,,3,Not worth the price,2024-05-04
R00785,C0294,P0014,5,GOOD PRODUCT,2025-05-29
R00786,C0241,P0013,5,WILL BUY AGAIN,2024-05-19
R00787,C0124,P0044,4, Amazing product ,2023-06-10
R00788,C0409,P0012,5,Average quality,2023-10-29
R00789,C0500,P0020,5,POOR PACKAGING,2025-03-25
R00790,C0418,P0019,2,Excellent,2023-11-20
R00791,C0348,P0098,4,Very good quality,2024-07-06
R00792,C0395,P0017,1,product is okay,2024-08-11
R00793,C0153,P0018,5,bad product,2024-06-19
R00794,C0080,P0022,5,AVERAGE QUALITY,2024-05-06
R00795,C0119,P0089,1,Bad product,2023-04-25
R00796,C0050,P0025,1, Bad product ,2025-07-05
R00797,C0310,P0022,4, Poor packaging ,2023-11-26
R00798,C0121,P0043,3,GOOD PRODUCT,2025-09-27
R00799,C0366,P0030,4, Fast delivery ,2024-04-16
R00800,C0310,P0042,5, Not worth the price ,2023-08-27
R00801,C0249,P0053,5,Bad product,2024-07-28
R00802,C0357,P0067,5,AVERAGE QUALITY,2025-04-15
R00803,C0410,P0049,5,Average quality,2023-04-25
R00804,C0276,P0097,5,AMAZING PRODUCT,2025-07-19
R00805,C0479,P0047,4,Excellent,2025-02-08
R00806,C0141,P0001,2,POOR PACKAGING,2024-01-23
R00807,C0239,P0006,1,AMAZING PRODUCT,2023-04-21
R00808,C0459,P0031,4, Not worth the price ,2023-04-23
R00809,C0486,P0025,2, Very good quality ,2024-11-15
R00810,C0430,,4,BAD PRODUCT,2025-05-13
R00811,C0382,P0100,2, Excellent ,2025-05-29
R00812,C0075,P0038,3,fast delivery,2025-08-21
R00813,C0443,P0059,5, Excellent ,2024-01-09
R00814,C0100,P0065,5,,2023-05-12
R00815,C0086,P0077,3,Bad product,2023-12-06
R00816,C0083,P0068,3,EXCELLENT,2024-02-08
R00817,C0403,P0011,4, Excellent ,2025-10-21
R00818,C0167,,5,WILL BUY AGAIN,2023-12-01
R00819,C0308,P0004,3,not worth the price,2023-10-24
R00820,C0015,P0099,4, Amazing product ,2024-08-19
R00821,C0419,P0006,5,will buy again,2023-07-16
R00822,C0154,P0010,5,Bad product,2024-09-29
R00823,C0083,P0024,4,amazing product,2023-11-14
R00824,C0190,P0050,3,I LOVE THIS PRODUCT,2023-02-23
R00825,C0422,P0083,4,amazing product,2024-03-27
R00826,C0117,P0090,4,product is okay,2024-12-14
R00827,C0213,P0021,1, Will buy again ,2024-01-23
R00828,C0489,P0059,3,Average quality,2023-08-20
R00829,C0101,P0044,4,Poor packaging,2024-04-24
R00830,C0268,P0058,3,Poor packaging,2025-01-17
R00831,C0041,P0094,5,terrible experience,2023-02-14
R00832,C0391,P0005,4, Amazing product ,2024-07-02
R00833,C0247,P0047,4, Amazing product ,2024-12-08
R00834,C0359,P0024,2,FAST DELIVERY,2025-09-03
R00835,C0094,P0095,2, Will buy again ,2024-01-27
R00836,C0247,P0001,1,Poor packaging,2025-05-12
R00837,C0036,P0072,5,NOT WORTH THE PRICE,2024-09-13
R00838,C0153,P0051,4,product is okay,2025-07-23
R00839,C0369,P0081,4,TERRIBLE EXPERIENCE,2024-12-17
R00840,C0318,P0013,3,average quality,2024-05-26
R00841,C0489,P0083,5,not worth the price,2025-01-13
R00842,C0327,P0099,1,Not worth the price,2023-10-07
R00843,C0072,P0059,6,product is okay,2023-01-02
R00844,C0171,P0017,5,product is okay,2025-01-25
R00845,C0326,P0086,5,Will buy again,2024-06-25
R00846,C0053,P0015,5,will buy again,2023-05-08
R00847,C0448,P0048,5, Fast delivery ,2025-04-20
R00848,C0156,P0010,3, Bad product ,2025-05-15
R00849,C0229,P0054,5,product is okay,2025-11-05
R00850,C0332,P0073,1,average quality,2023-04-12
R00851,C0292,P0052,5, Average quality ,2025-09-17
R00852,C0103,P0055,1, Average quality ,2023-12-16
R00853,C0432,P0099,5,fast delivery,2024-02-11
R00854,C0080,P0004,5,Not worth the price,2024-10-17
R00855,C0372,P0094,3,excellent,2023-10-15
R00856,C0325,P0009,5,average quality,2024-03-27
R00857,C0031,P0090,4,product is okay,2024-03-01
R00858,C0177,P0020,4,will buy again,2024-06-29
R00859,C0062,P0006,3,Amazing product,2023-05-14
R00860,C0432,P0053,4,POOR PACKAGING,2024-05-21
R00861,C0016,P0080,5,WILL BUY AGAIN,2025-01-17
R00862,C0496,P0010,3,will buy again,2024-01-17
R00863,C0187,P0021,3,will buy again,2025-04-02
R00864,C0228,P0037,3, I love this product ,2025-08-07
R00865,C0225,P0084,2,product is okay,2025-02-19
R00866,C0084,P0065,4,not worth the price,2024-04-21
R00867,C0338,P0095,1,GOOD PRODUCT,2025-07-31
R00868,C0377,P0006,4, Will buy again ,2023-05-22
R00869,C0056,P0018,5,average quality,2024-08-16
R00870,C0005,P0048,4,not worth the price,2024-08-31
R00871,C0054,P0015,5,will buy again,2025-11-08
R00872,C0367,P0076,4, product is okay ,2023-02-10
R00873,C0132,P0075,1,VERY GOOD QUALITY,2023-04-22
R00874,C0399,P0093,5,good product,2025-06-18
R00875,C0099,P0089,3,VERY GOOD QUALITY,2024-08-23
R00876,C0089,P0004,5, Average quality ,2024-03-01
R00877,C0491,P0054,1,AVERAGE QUALITY,2023-04-26
R00878,C0044,P0017,5, Very good quality ,2023-05-01
R00879,C0344,,4, product is okay ,2024-02-28
R00880,C0410,P0045,2, Fast delivery ,2023-01-20
R00881,C0187,P0094,3,Poor packaging,2025-11-17
R00882,C0163,P0005,4,NOT WORTH THE PRICE,2025-04-30
R00883,C0221,P0057,1,Terrible experience,2025-01-02
R00884,C0137,P0015,-2,Average quality,2025-12-05
R00885,C0480,P0010,3,Fast delivery,2025-04-05
R00886,C0180,P0016,1,AVERAGE QUALITY,2023-09-27
R00887,C0243,P0007,5,PRODUCT IS OKAY,2023-11-16
R00888,C0399,P0030,2,poor packaging,2025-03-06
R00889,C0494,P0043,2,Very good quality,2023-08-29
R00890,C0364,P0056,2,BAD PRODUCT,2025-08-22
R00891,C0132,P0027,5, Terrible experience ,2025-01-27
R00892,C0135,P0015,5,GOOD PRODUCT,2025-03-15
R00893,C0439,P0054,2,Fast delivery,2023-01-22
R00894,C0489,P0090,5,I love this product,2024-01-18
R00895,C0179,P0028,5,VERY GOOD QUALITY,2023-03-15
R00896,C0256,P0010,4,BAD PRODUCT,2023-10-26
R00897,C0075,P0042,1,will buy again,2023-03-07
R00898,C0157,P0042,4,WILL BUY AGAIN,2023-12-29
R00899,C0011,P0071,4, Poor packaging ,2025-06-13
R00900,C0018,P0095,5,Amazing product,2025-05-27
R00901,C0066,P0041,5,Terrible experience,2024-04-16
R00902,C0209,P0005,5, Very good quality ,2023-01-31
R00903,C0299,P0095,5, product is okay ,2024-05-01
R00904,C0427,P0076,5,VERY GOOD QUALITY,2024-07-04
R00905,C0014,P0077,5,Amazing product,2025-10-31
R00906,C0428,P0093,2,AMAZING PRODUCT,2025-07-14
R00907,C0057,P0076,5,Bad product,2024-01-14
R00908,C0230,P0040,4,WILL BUY AGAIN,2023-06-07
R00909,C0303,P0033,4,Amazing product,04/11/2023
R00910,C0136,P0082,5,EXCELLENT,2024-09-02
R00911,C0421,P0006,5,BAD PRODUCT,2025-04-09
R00912,C0331,P0023,4, I love this product ,2024-05-12
R00913,C0364,P0056,4, product is okay ,2025-03-17
R00914,C0458,P0036,5,Poor packaging,2023-05-09
R00915,C0020,P0043,5,VERY GOOD QUALITY,2023-12-17
R00916,C0374,P0018,4,WILL BUY AGAIN,2025-08-17
R00917,C0139,P0025,3,Good product,2025-05-22
R00918,C0255,P0080,4, Poor packaging ,2024-04-23
R00919,C0234,P0059,5,Poor packaging,2023-05-17
R00920,C0002,P0066,1,Will buy again,2023-10-03
R00921,C0028,P0065,3,Amazing product,2024-04-01
R00922,C0043,P0092,5, Will buy again ,2024-03-24
R00923,C0391,P0013,3,FAST DELIVERY,2025-07-19
R00924,C0029,P0072,4, Bad product ,2024-05-24
R00925,C0198,P0011,5,will buy again,2025-03-04
R00926,C0009,P0011,5, I love this product ,2023-11-06
R00927,C0496,P0042,5, Will buy again ,2023-08-28
R00928,C0196,,5, Not worth the price ,2023-04-29
R00929,C0288,P0054,5,AMAZING PRODUCT,2025-05-16
R00930,C0045,P0003,5,POOR PACKAGING,2024-07-08
R00931,C0123,P0080,1,GOOD PRODUCT,2024-01-05
R00932,C0344,P0062,5,NOT WORTH THE PRICE,2025-09-17
R00933,C0211,P0003,3,terrible experience,2025-12-18
R00934,C0455,P0027,4, Excellent ,2024-12-10
R00935,C0201,P0090,1,not worth the price,2025-10-07
R00936,C0406,P0092,4, Fast delivery ,2024-12-26
R00937,C0331,P0004,1, product is okay ,2023-03-17
R00938,C0472,P0007,4, product is okay ,2023-04-20
R00939,C0023,P0054,4, product is okay ,2024-01-18
R00940,C0355,P0091,4,AMAZING PRODUCT,2025-10-31
R00941,C0180,P0048,5,NOT WORTH THE PRICE,2024-08-27
R00942,C0040,P0075,4,Amazing product,
R00943,C0433,P0017,5,average quality,2024-03-08
R00944,C0201,P0007,4,fast delivery,2023-01-27
R00945,C0306,P0082,5,TERRIBLE EXPERIENCE,2023-03-28
R00946,C0048,P0075,4,VERY GOOD QUALITY,2025-10-30
R00947,C0460,P0040,2,amazing product,2024-03-07
R00948,C0268,P0034,4,amazing product,2023-01-30
R00949,C0429,P0012,3,,2025-06-25
R00950,C0427,P0090,3, Very good quality ,2023-09-01
R00951,C0223,P0057,5,fast delivery,2025-01-30
R00952,C0355,P0086,1,terrible experience,25/03/2023
R00953,C0423,P0064,3, Fast delivery ,2024-02-12
R00954,C0054,P0043,5, I love this product ,2024-12-26
R00955,C0341,P0017,5,BAD PRODUCT,2024-10-21
R00956,C0276,P0032,2,POOR PACKAGING,2025-03-17
R00957,C0102,P0075,1,Good product,2024-03-12
R00958,C0150,P0072,4, Not worth the price ,2025-06-24
R00959,C0452,P0051,5,I love this product,2025-01-22
R00960,C0396,P0042,5,,2024-10-08
R00961,C0339,P0090,3, I love this product ,2024-08-05
R00962,C0479,P0018,3,i love this product,2023-01-03
R00963,C0088,P0008,4,i love this product,2023-04-02
R00964,C0367,P0004,5, Excellent ,2025-10-05
R00965,C0439,P0001,4,very good quality,2023-01-07
R00966,C0074,P0001,3,POOR PACKAGING,2023-11-08
R00967,C0132,P0013,5,Terrible experience,2025-04-09
R00968,C0351,P0079,1,GOOD PRODUCT,2025-08-08
R00969,C0361,P0067,4,poor packaging,2024-12-25
R00970,C0206,P0052,2,very good quality,2023-02-07
R00971,C0203,P0034,4,Average quality,2024-06-28
R00972,C0025,P0036,5,EXCELLENT,14/08/2024
R00973,C0362,P0052,5,Will buy again,2023-06-03
R00974,C0332,P0019,4,bad product,2023-12-12
R00975,C0354,P0057,5,Bad product,2025-06-02
R00976,C0175,P0035,2,terrible experience,2023-03-19
R00977,C0196,P0003,3,WILL BUY AGAIN,2024-01-04
R00978,C0155,P0053,4, Fast delivery ,2024-11-09
R00979,C0463,P0012,5,Will buy again,2025-12-22
R00980,C0197,P0070,5,Poor packaging,2025-03-31
R00981,C0448,P0080,5, Amazing product ,2024-03-20
R00982,C0343,P0075,5,I love this product,2024-07-16
R00983,C0449,P0078,4,very good quality,2025-12-26
R00984,C0120,P0070,1, Average quality ,2025-06-21
R00985,C0402,P0082,4,AVERAGE QUALITY,2024-09-13
R00986,C0375,P0092,3, Excellent ,2025-06-22
R00987,C0194,P0099,5,product is okay,2023-03-17
R00988,C0433,P0008,5,POOR PACKAGING,2024-11-05
R00989,C0115,P0100,4,WILL BUY AGAIN,2025-08-16
