order_id,customer_id,product_id,order_date,quantity,discount,payment_method,order_status
O01037,C0294,P0023,2025-06-21,2,0.3,Card,Cancelled
O01038,C0417,P0057,2023-03-04,-1,0.2,cash,Returned
O01039,C0479,P0038,2023-08-09,1,0.05,bank transfer,cancelled
O01040,C0461,P0013,2025-10-16,1,0.05,bank transfer,returned
O01041,C0481,P0059,2025-03-07,2,0.0,COD,completed
O01042,C0174,P0032,2025-01-18,1,0.3,Easypaisa,Cancelled
O01043,C0407,P0052,2023-03-27,1,0.15,COD,completed
O01044,C0435,P0067,2023-07-06,2,0.1,bank transfer,Pending
O01045,C0388,P0070,2024-02-16,1,0.05,EASYPAISA,cancelled
O01046,C0150,P0081,2025-05-23,1,0.15,Cash,Pending
O01047,C0013,P0063,2023-08-02,1,0.15,Bank Transfer,PENDING
O01048,C0157,P0064,2024-08-11,2,0.25,Cash,completed
O01049,C0097,P0012,2024-09-20,3,0.25,BANK TRANSFER,CANCELLED
O01050,C0329,P0041,2023-04-09,1,0.0,Jazzcash,Pending
O01051,C0097,P0046,2023-04-18,3,0.25,EasyPaisa,cancelled
O01052,C0261,P0048,2023-04-02,4,0.0,easypaisa,CANCELLED
O01053,C0457,P0029,2024-10-17,1,0.05,EASYPAISA,CANCELLED
O01054,C0293,P0082,2023-02-01,1,0.15,Card,Completed
O01055,C0474,P0038,2023-01-10,0,0.25,JAZZCASH,Cancelled
O01056,C0200,P0030,2025-01-31,4,0.15,Cash,cancelled
O01057,C0073,P0077,2024-05-19,2,0.1,EasyPaisa,returned
O01058,C0105,P0084,2024-07-12,1,0.0,EasyPaisa,Pending
O01059,C0194,P0036,2024-01-24,3,0.15,Jazzcash,Completed
O01060,C0321,P0089,2025-03-20,1,0.3,EASYPAISA,Cancelled
O01061,C0340,P0089,2024-04-01,1,0.0,cash,Cancelled
O01062,C0462,P0063,2023-05-17,1,0.1,Card,Returned
O01063,C0490,P0088,2025-03-26,1,0.1,jazzcash,Returned
O01064,C0056,P0098,2023-09-02,1,0.05,CASH,Pending
O01065,C0103,P0017,2025-11-27,20,0.15,EASYPAISA,completed
O01066,C0058,P0030,2023-03-19,3,0.05,CASH,COMPLETED
O01067,C0124,P0056,2025-01-29,1,0.05,EASYPAISA,COMPLETED
O01068,C0340,P0065,2024-01-23,2,0.25,Jazzcash,Completed
O01069,C0292,P0002,2023-11-09,1,0.1,card,returned
O01070,C0237,P0026,26/04/2023,1,0.05,JazzCash,Completed
O01071,C0116,P0024,2024-02-03,1,0.25,easypaisa,COMPLETED
O01072,C0447,P0057,2023-05-23,3,0.2,Bank Transfer,RETURNED
O01073,C0286,P0021,2023-10-21,1,0.1,cash,Completed
O01074,C0351,P0009,2025-04-19,1,0.0,BANK TRANSFER,cancelled
O01075,C0371,P0042,2025-01-28,100,0.0,COD,CANCELLED
O01076,C0004,P0049,2023-01-08,2,0.3,Easypaisa,completed
O01077,C0439,P0029,2023-03-14,2,0.0,cash,PENDING
O01078,C0480,P0074,2025-03-01,1,0.2,easypaisa,Pending
O01079,C0467,P0096,2024-05-01,2,0.2,jazzcash,RETURNED
O01080,C0326,P0059,2025-09-08,4,0.05,EASYPAISA,returned
O01081,C0115,P0019,2024-08-10,2,0.05,EasyPaisa,Returned
O01082,C0452,P0021,2025-01-23,2,0.15,Jazzcash,Cancelled
O01083,C0022,P0059,2025-04-20,2,0.2,Card,pending
O01084,C0065,P0081,2024-12-23,1,0.15,Easypaisa,pending
O01085,C0236,P0094,2025-07-15,1,0.15,easypaisa,returned
O01086,C0173,P0042,2025-03-27,1,0.2,CARD,Cancelled
O01087,C0112,P0092,2024-01-27,2,0.3,cod,Returned
O01088,C0461,P0060,2025-04-16,1,0.1,CARD,Pending
O01089,C0073,P0061,2023-08-11,1,0.15,Jazzcash,Pending
O01090,C0027,P0026,2024-03-20,1,0.05,Cod,Pending
O01091,C0480,P0067,2025-06-03,1,0.15,Cash,Cancelled
O01092,C0198,P0073,2023-12-19,1,0.25,COD,Cancelled
O01093,C0329,P0052,2024-02-10,1,0.1,EASYPAISA,Cancelled
O01094,C0445,P0095,2023-09-25,2,0.15,Jazzcash,COMPLETED
O01095,C0347,P0013,2023-05-14,1,0.0,Cash,Returned
O01096,C0437,P0012,2024-10-03,4,0.1,Card,Cancelled
O01097,C0491,P0028,2024-09-21,3,0.1,Bank Transfer,returned
O01098,C0299,P9999,2025-08-30,1,0.05,JazzCash,Returned
O01099,C0052,P0072,2023-11-24,4,0.05,card,Pending
O01100,C0061,P0069,2025-04-19,1,0.2,COD,Pending
O01101,C0359,P0036,2024-05-25,5,0.25,Card,Pending
O01102,C0050,P0097,2023-03-22,1,0.15,Easypaisa,PENDING
O01103,C0245,P0022,2023-02-10,2,0.3,JAZZCASH,Pending
O01104,C0300,P0074,2024-01-08,1,0.0,EasyPaisa,returned
O01105,C0454,P0044,2023-06-24,3,0.0,Card,CANCELLED
O01106,C0320,P0039,2025-03-17,4,0.0,cod,cancelled
O01107,C0493,P0082,2024-10-18,1,0.3,CASH,Returned
O01108,C0309,P0064,2023-02-02,2,0.2,easypaisa,cancelled
O01109,C0187,P0033,2024-01-29,1,0.2,Cash,Pending
O01110,C0164,P0022,2023-04-17,2,0.25,JAZZCASH,Returned
O01111,C0230,P0056,2024-11-22,1,0.25,COD,Pending
O01112,C0338,P0011,2024-11-12,2,0.05,bank transfer,Completed
O01113,C0377,P0074,2023-02-09,1,0.05,EasyPaisa,Pending
O01114,C0199,P0005,2024-07-07,2,0.1,jazzcash,Pending
O01115,C0209,P0091,2024-12-01,1,0.1,cod,RETURNED
O01116,C0283,P0025,2025-09-28,1,0.0,EASYPAISA,completed
O01117,C0413,P0086,2024-10-14,3,0.0,Cash,cancelled
O01118,C0413,P0098,2023-08-08,1,0.05,Jazzcash,COMPLETED
O01119,C0079,P0074,2024-04-30,2,0.3,CASH,completed
O01120,C0371,P0002,2024-11-29,3,0.2,Cash,cancelled
O01121,C0299,P0081,2025-08-01,2,0.1,COD,COMPLETED
O01122,C0314,P0016,2023-04-26,2,0.05,Cod,completed
O01123,C0096,P0012,2023-07-07,1,0.3,COD,cancelled
O01124,C0108,P0007,2023-06-12,1,0.25,BANK TRANSFER,cancelled
O01125,C0244,P0026,2025-10-11,2,0.05,Easypaisa,returned
O01126,C0375,P0087,2023-05-06,1,0.2,CASH,COMPLETED
O01127,C0091,P0026,2024-06-23,1,0.2,Bank Transfer,cancelled
O01128,C0359,P0016,2023-06-05,1,0.3,JAZZCASH,CANCELLED
O01129,C0084,P0051,2024-08-30,2,0.2,COD,Returned
O01130,C0112,P0055,2024-05-28,3,0.25,Card,Completed
O01131,C0336,P0088,2024-05-30,1,0.05,cash,Completed
O01132,C0033,P0064,2024-12-05,4,0.0,bank transfer,pending
O01133,C0041,P0087,2025-07-02,1,0.25,cod,Completed
O01134,C0164,P0076,2025-01-10,2,0.2,Cod,Completed
O01135,C0292,P0034,2024-10-15,1,0.25,Easypaisa,RETURNED
O01136,C0256,P0039,2025-09-28,1,0.25,CARD,CANCELLED
O01137,C0301,P0022,2023-03-29,2,0.15,EasyPaisa,Pending
O01138,C0167,P0052,2025-08-07,3,0.15,easypaisa,CANCELLED
O01139,C0073,P0095,2025-02-28,1,0.0,CARD,Returned
O01140,C0196,P0081,2023-11-02,1,0.0,EasyPaisa,cancelled
O01141,C0078,P0076,12/01/2024,1,0.0,EASYPAISA,Pending
O01142,C0077,P0035,2024-11-21,1,0.15,Easypaisa,CANCELLED
O01143,C0156,P0071,2024-07-22,1,0.15,BANK TRANSFER,pending
O01144,C0222,P0056,2023-11-24,1,0.25,Cash,Returned
O01145,C0493,P0014,2023-05-18,5,0.25,Easypaisa,Returned
O01146,C0073,P0031,2025-11-28,4,0.3,Card,PENDING
O01147,C0252,P0002,2024-09-22,2,0.1,COD,RETURNED
O01148,C0351,P0080,2025-05-28,2,0.2,Card,Returned
O01149,C0175,P0093,2025-02-03,3,0.3,card,Returned
O01150,C0290,P0061,2023-05-10,1,0.1,EasyPaisa,cancelled
O01151,C0108,P0042,2024-04-23,4,0.1,COD,Pending
O01152,C0403,P0036,2024-11-28,2,0.1,cod,cancelled
O01153,C0462,P0017,2024-10-21,2,0.2,CARD,cancelled
O01154,C0417,P0032,2025-09-27,2,0.0,jazzcash,Completed
O01155,C0197,P0097,2023-10-31,2,0.0,bank transfer,Pending
O01156,C0237,P0078,28/06/2024,1,0.15,Card,RETURNED
O01157,C0365,P0019,2025-01-15,3,0.0,EasyPaisa,cancelled
O01158,C0115,P0082,2023-01-07,1,0.3,Bank Transfer,Pending
O01159,C0288,P0019,2024-07-12,5,0.15,JAZZCASH,CANCELLED
O01160,C0422,P0083,2024-01-21,5,0.2,bank transfer,Completed
O01161,C0152,P0094,2023-05-05,2,0.05,BANK TRANSFER,RETURNED
O01162,C0128,P0049,2025-05-16,2,0.3,Cash,returned
O01163,C0134,P0027,2023-10-23,1,0.0,COD,PENDING
O01164,C0041,P0048,2025-08-10,2,0.05,EasyPaisa,PENDING
O01165,C0285,P0021,2025-06-28,2,0.0,JAZZCASH,Pending
O01166,C0142,P0026,2025-07-17,1,0.2,Card,Returned
O01167,C0490,P0003,2023-09-11,1,0.1,Bank Transfer,Pending
O01168,C0189,P0019,,3,0.15,bank transfer,Completed
O01169,C0322,P0056,2024-10-25,1,0.1,BANK TRANSFER,completed
O01170,C0330,P0037,2024-10-25,2,0.2,Cash,completed
O01171,C0371,P0092,2023-09-28,1,0.0,card,CANCELLED
O01172,C0053,P0067,2023-12-01,4,0.05,Cash,returned
O01173,C0498,P0046,2024-11-23,1,0.1,CASH,pending
O01174,C0206,P0070,2023-05-08,1,0.25,easypaisa,Cancelled
O01175,C0281,P0012,2024-02-29,1,0.0,Jazzcash,cancelled
O01176,C0123,P0008,2023-02-19,1,0.3,COD,CANCELLED
O01177,C0246,P0006,2023-03-28,1,0.05,card,CANCELLED
O01178,C0257,P0041,2024-10-23,1,0.25,COD,Pending
O01179,C0010,P0066,2024-08-16,1,0.25,COD,Pending
O01180,C0282,P0009,2023-03-24,1,0.0,card,Cancelled
O01181,C0299,P0063,2023-01-15,1,0.0,Bank Transfer,Returned
O01182,C0261,P0022,2025-03-24,1,0.2,Cash,RETURNED
O01183,C0137,P0072,2025-02-05,1,0.05,Card,Returned
O01184,C0172,P0026,2024-10-31,3,0.15,CASH,Returned
O01185,C0232,P0004,2025-07-01,2,0.25,COD,Pending
O01186,C0105,P0024,2023-08-19,1,0.3,cash,Cancelled
O01187,C0103,P0098,2024-09-03,3,0.25,Card,Returned
O01188,C0185,P0060,2023-04-22,2,0.05,BANK TRANSFER,returned
O01189,C0112,P0066,2023-02-18,1,0.05,CARD,Returned
O01190,C0106,P0064,2025-03-06,2,0.15,Easypaisa,Cancelled
O01191,C0472,P0063,2025-09-10,2,0.1,Cod,cancelled
O01192,C0040,P0079,2023-08-08,3,0.3,Cash,COMPLETED
O01193,C0439,P0002,2024-07-15,4,0.1,EASYPAISA,PENDING
O01194,C0374,P0073,2023-11-23,1,0.1,CARD,CANCELLED
O01195,C0498,P0055,2025-02-02,1,0.15,COD,completed
O01196,C0153,P0099,2023-03-13,3,0.1,card,Returned
O01197,C0234,P0027,2023-09-04,4,0.25,Cod,Completed
O01198,C0451,P0061,2023-12-24,1,0.0,cod,CANCELLED
O01199,C0234,P0075,2024-07-13,1,0.25,Bank Transfer,Pending
O01200,C0033,P0094,2023-11-10,1,0.15,cod,pending
O01201,C0016,P0005,2025-10-15,1,0.15,Easypaisa,cancelled
O01202,C0499,P0002,2023-04-01,2,0.3,Jazzcash,RETURNED
O01203,C0369,,2024-02-20,3,0.0,COD,Returned
O01204,C0494,P0025,2024-04-25,2,0.3,Cash,Completed
O01205,C0448,P0073,2025-06-10,2,0.25,Easypaisa,CANCELLED
O01206,C0367,P0096,2023-04-07,1,0.0,BANK TRANSFER,Returned
O01207,C0234,P0061,2023-12-02,1,0.1,COD,cancelled
O01208,C0165,P0095,2024-12-11,1,0.2,EasyPaisa,Returned
O01209,C0240,P0045,2024-08-21,1,0.25,EASYPAISA,Pending
O01210,C0185,P0056,2023-06-27,2,0.05,jazzcash,Returned
O01211,C0331,P0060,2025-07-12,2,0.3,cod,cancelled
O01212,C0456,P0006,2024-12-04,1,0.3,COD,Cancelled
O01213,C0307,P0044,2023-11-23,3,0.2,Card,cancelled
O01214,C0423,P0089,2025-03-22,1,0.15,Cash,Completed
O01215,C0267,P0014,2023-01-09,1,0.2,COD,CANCELLED
O01216,C0379,P0030,2024-11-16,1,0.1,cod,RETURNED
O01217,C0281,P0051,2025-12-07,2,0.15,Card,Returned
O01218,C0384,P0053,2023-08-06,1,0.25,EASYPAISA,Cancelled
O01219,C0428,P0089,2024-01-21,2,0.3,bank transfer,Completed
O01220,C0254,P0019,2023-05-28,2,0.1,card,Pending
O01221,C0156,P0027,2023-07-17,5,0.05,Cash,completed
O01222,C0016,P0038,2023-09-05,1,0.3,COD,completed
O01223,C0035,P0033,2025-07-15,5,0.15,Jazzcash,Pending
O01224,C0006,P0090,2024-09-06,1,0.1,card,Returned
O01225,C0220,P0080,2025-09-06,2,0.2,cash,Pending
O01226,C0017,P0064,2024-10-16,1,0.1,COD,Pending
O01227,C0441,P0050,2023-07-20,1,0.2,bank transfer,Returned
O01228,C0486,P0088,2025-10-01,20,0.15,CASH,Pending
O01229,C0389,P0012,2025-08-30,1,0.0,Cash,CANCELLED
O01230,C0371,P0092,2023-07-12,1,0.25,jazzcash,cancelled
O01231,C0310,P0061,2023-03-12,1,0.2,cod,Pending
O01232,C0111,P0079,2025-04-20,0,0.25,CARD,Completed
O01233,C0479,P0065,2025-06-29,1,0.05,Easypaisa,Returned
O01234,C0357,P0073,2025-03-05,3,0.2,cod,Completed
O01235,C0130,P0075,2023-08-29,2,0.15,Card,pending
O01236,C0151,P0021,2023-03-23,1,0.1,Easypaisa,COMPLETED
O01237,C0352,P0020,2023-06-07,1,0.15,Card,Completed
O01238,C0199,P0100,2023-12-28,2,0.0,jazzcash,CANCELLED
O01239,C0115,P0044,2025-10-07,1,0.15,cod,Completed
O01240,C0052,P0022,2023-10-13,1,0.2,Bank Transfer,COMPLETED
O01241,C0225,P0064,2025-01-20,2,0.15,cash,RETURNED
O01242,C0326,P0070,2023-08-06,1,0.0,JAZZCASH,Pending
O01243,C0286,P0090,2025-05-14,1,0.0,jazzcash,RETURNED
O01244,C0244,P0052,2025-11-04,4,0.05,CASH,Completed
O01245,C0083,P0012,01-18-2024,2,0.15,cod,Returned
O01246,C0286,P0034,2025-09-05,1,0.3,cod,Cancelled
O01247,C0299,P0053,2023-08-26,2,0.5,Card,Cancelled
O01248,C0154,P0018,2025-03-11,1,0.0,Bank Transfer,Completed
O01249,C0058,P0068,2024-06-28,2,0.0,JazzCash,Cancelled
O01250,C0164,P0032,2025-09-10,3,0.05,Cod,Pending
O01251,C0245,P0062,2024-03-14,1,0.15,Bank Transfer,COMPLETED
O01252,C0075,P0086,2023-09-18,3,0.05,Cash,PENDING
O01253,C0263,P0010,2023-12-04,1,0.3,EasyPaisa,Returned
O01254,C0481,P0029,2024-06-21,1,0.3,EASYPAISA,completed
O01255,C0446,P0042,2025-03-19,1,0.25,cod,RETURNED
O01256,C0201,P0058,2024-04-05,2,0.05,easypaisa,pending
O01257,C0331,P0097,2023-11-19,1,0.2,Jazzcash,pending
O01258,C0396,P0010,2025-06-05,2,0.15,Cash,Completed
O01259,,P0100,2023-10-26,2,0.0,Jazzcash,RETURNED
O01260,C0202,P0036,2025-08-09,2,0.1,Jazzcash,Returned
O01261,C0471,P0040,2025-08-20,1,0.15,COD,Cancelled
O01262,C0241,P0044,2023-07-06,2,0.1,Bank Transfer,COMPLETED
O01263,C0129,P0081,2024-07-03,4,0.3,Jazzcash,cancelled
O01264,C0161,P0042,2024-05-05,2,0.1,Jazzcash,CANCELLED
O01265,C0423,P0043,2025-11-26,2,0.1,jazzcash,pending
O01266,C0343,P0085,2024-01-21,2,0.3,Card,Returned
O01267,C0098,P0088,2025-01-10,2,0.2,JazzCash,CANCELLED
O01268,C0409,P0060,2025-12-01,1,0.25,Cod,Returned
O01269,C0327,P0032,2024-02-26,2,0.25,JAZZCASH,Cancelled
O01270,C0455,P0083,2025-10-14,1,0.15,easypaisa,Returned
O01271,C0478,P0073,2025-07-29,1,0.05,JAZZCASH,Completed
O01272,C0130,P0016,2025-02-10,3,0.15,Cash,completed
O01273,C0097,P0033,2025-10-10,1,0.2,Bank Transfer,RETURNED
O01274,C0262,P0073,2025-05-11,1,0.0,easypaisa,Pending
O01275,C0305,P0014,2025-09-02,1,0.1,cash,cancelled
O01276,C0093,P0016,2025-01-10,2,0.0,Cash,completed
O01277,C0143,P0014,2024-07-03,1,0.0,COD,PENDING
O01278,C0105,P0006,2023-05-03,1,0.1,Bank Transfer,returned
O01279,C0146,P0056,07/05/2024,1,5.0,Bank Transfer,returned
O01280,C0476,P0071,2024-12-25,3,0.05,Cash,RETURNED
O01281,C0391,P0029,2023-12-18,3,0.3,easypaisa,cancelled
O01282,C0278,P0079,2023-02-05,5,0.0,BANK TRANSFER,Returned
O01283,C0415,P0063,2023-09-13,1,0.3,Easypaisa,Cancelled
O01284,C0124,P0059,2023-12-06,3,0.05,jazzcash,COMPLETED
O01285,C0002,P0031,2024-09-23,1,0.3,BANK TRANSFER,Pending
O01286,C0229,P0028,2024-04-20,1,0.0,EASYPAISA,Pending
O01287,C0227,P0020,2025-02-26,3,0.3,easypaisa,Completed
O01288,C0278,P0098,2024-07-10,1,0.25,Easypaisa,Pending
O01289,C0405,P0068,2024-12-02,1,0.15,BANK TRANSFER,pending
O01290,C0430,P0057,2024-02-25,1,0.25,CASH,PENDING
O01291,C0087,P0052,2024-02-29,1,0.1,EasyPaisa,returned
O01292,C0128,P0092,2024-08-18,3,0.15,Bank Transfer,Pending
O01293,C0492,P0004,2024-05-14,2,0.0,easypaisa,COMPLETED
O01294,C0200,P0074,2024-12-07,1,0.0,easypaisa,Pending
O01295,C0371,P0058,2025-05-18,1,0.1,Jazzcash,CANCELLED
O01296,C0138,P0047,2024-06-16,1,0.05,Card,Cancelled
O01297,C0434,P0005,2025-02-20,1,0.3,card,completed
O01298,C0363,P0021,2023-07-09,2,0.2,CASH,Returned
O01299,C0041,P0068,2024-06-06,1,0.1,card,Pending
O01300,C0143,P0024,2024-04-14,1,0.05,bank transfer,COMPLETED
O01301,C0119,P0012,2023-04-17,2,0.3,COD,Cancelled
O01302,C0148,P0071,2025-08-21,4,0.05,card,Completed
O01303,C0414,P0026,2023-06-07,1,0.0,jazzcash,CANCELLED
O01304,C0274,P0016,2025-08-05,2,0.1,Cod,Cancelled
O01305,C0079,P0069,2024-01-18,1,0.0,jazzcash,Cancelled
O01306,C0393,P0035,2025-11-17,3,0.2,bank transfer,Completed
O01307,C0202,P0018,2023-12-09,1,0.05,Card,Cancelled
O01308,C0442,P0078,2025-01-22,2,0.1,Easypaisa,cancelled
O01309,C0233,P0023,2023-08-14,2,0.05,COD,Completed
O01310,C0035,P0049,2023-10-06,1,0.15,Bank Transfer,Pending
O01311,C0347,P0097,2025-03-19,2,0.25,EasyPaisa,Pending
O01312,C0493,P0083,2025-11-30,1,0.2,BANK TRANSFER,Pending
O01313,C0385,P0033,2025-12-08,4,0.05,bank transfer,Pending
O01314,C0065,P0005,2024-02-28,1,0.1,jazzcash,COMPLETED
O01315,C0310,P0053,2025-02-22,1,0.1,CASH,Returned
O01316,C0250,P0026,2023-02-02,1,0.3,Cod,Cancelled
O01317,C0231,P0076,2023-10-14,2,0.1,easypaisa,Cancelled
O01318,C0073,P0003,2024-04-10,4,0.1,EasyPaisa,Pending
O01319,C0239,P0092,2025-08-10,1,0.05,EASYPAISA,CANCELLED
O01320,C0213,P0007,2024-05-17,4,0.25,cash,Returned
O01321,C0192,P0007,2024-12-18,1,0.15,COD,pending
O01322,C0040,P0077,2024-08-25,1,0.2,Bank Transfer,Pending
O01323,C0021,P0062,2023-05-19,1,0.05,Jazzcash,Cancelled
O01324,C0006,P0013,2023-10-26,2,0.2,jazzcash,Completed
O01325,C0013,P0066,2024-03-23,2,0.1,Cash,pending
O01326,C0207,P0043,2025-07-31,1,0.1,jazzcash,RETURNED
O01327,C0027,P0067,2023-09-10,3,0.3,EASYPAISA,pending
O01328,C0391,P0066,2023-03-16,2,0.2,cod,COMPLETED
O01329,C0496,P0020,2025-02-12,1,0.25,EASYPAISA,Returned
O01330,C0074,P0019,2024-02-07,1,0.15,Jazzcash,Pending
O01331,C0113,P0006,2023-04-01,1,0.05,Card,pending
O01332,C0292,P0025,2025-05-05,2,0.05,EASYPAISA,Returned
O01333,C0470,P0027,2023-01-02,20,0.05,Cash,returned
O01334,C0373,P0062,2023-05-16,1,0.05,Cod,pending
O01335,C0059,P0011,2025-07-30,3,0.1,Bank Transfer,RETURNED
O01336,,P0061,2024-06-12,2,0.2,Cod,returned
O01337,C0324,P0086,2024-10-30,1,0.25,Cod,Returned
O01338,C0413,P0077,2024-05-17,1,0.0,EASYPAISA,PENDING
O01339,C0140,P0043,2025-11-08,1,0.25,EasyPaisa,completed
O01340,C0488,P9999,2024-09-07,3,5.0,CASH,CANCELLED
O01341,C0285,P0029,2024-03-24,3,0.05,EASYPAISA,CANCELLED
O01342,C0475,P0013,2025-11-01,1,0.25,Easypaisa,Pending
O01343,C0291,P0043,2024-09-04,1,0.05,bank transfer,Pending
O01344,C0486,P0085,2023-05-16,2,0.0,EASYPAISA,Pending
O01345,C0418,P0056,2023-11-12,1,0.0,Jazzcash,returned
O01346,C0061,P0040,2024-04-27,1,0.15,Easypaisa,CANCELLED
O01347,C0208,P0056,2024-04-26,1,0.2,Card,Returned
O01348,C0082,P0077,2024-10-31,2,0.3,Cash,Completed
O01349,C0043,P0011,2023-01-18,1,0.15,easypaisa,Completed
O01350,C0479,P0090,2023-11-08,20,0.0,EasyPaisa,Cancelled
O01351,C0017,P0018,2024-08-19,10,0.1,cod,Returned
O01352,C0342,P0074,2023-06-29,1,0.1,JazzCash,completed
O01353,C0020,P0075,2023-06-18,-5,0.2,CASH,cancelled
O01354,C0405,P0022,2025-03-11,3,0.15,CASH,RETURNED
O01355,C0304,P0038,2025-12-13,1,0.2,JazzCash,Cancelled
O01356,C0034,P0060,2024-06-16,1,0.3,COD,Completed
O01357,,P0078,2024-04-03,2,0.0,EASYPAISA,RETURNED
O01358,C0341,P0021,2025-08-26,3,0.1,BANK TRANSFER,Returned
O01359,C0151,P0084,2025-04-01,1,0.05,JAZZCASH,Returned
O01360,C0108,,2025-08-02,1,0.05,cash,completed
O01361,C0031,P0076,2023-08-30,1,0.15,card,Cancelled
O01362,C0371,P0010,2024-08-01,2,0.25,JAZZCASH,Cancelled
O01363,C0368,P0062,2025-06-10,1,0.25,COD,RETURNED
O01364,C0480,P0091,2024-03-05,3,0.25,CASH,returned
O01365,C0081,P0051,2024-01-28,1,0.0,Cash,Returned
O01366,C0200,P0024,2025-10-16,1,0.15,cod,returned
O01367,C0231,P0018,2024-10-31,2,0.25,easypaisa,Returned
O01368,C0491,P0097,2024-01-12,1,0.3,Card,Returned
O01369,C0213,P0012,2025-09-24,3,0.1,CARD,completed
O01370,C0453,P0018,2024-05-06,1,0.15,JazzCash,Cancelled
O01371,C0370,P0024,2025-05-05,1,0.0,COD,RETURNED
O01372,C0365,P0044,2025-02-02,1,0.0,EASYPAISA,Cancelled
O01373,C0109,P0019,2024-11-11,2,0.3,COD,RETURNED
O01374,C0272,P0051,2025-12-18,20,0.2,Bank Transfer,CANCELLED
O01375,C9999,P0099,2023-03-22,1,0.25,bank transfer,returned
O01376,C0276,P0097,2025-07-23,1,0.1,CASH,Pending
O01377,C0302,P0081,2023-05-09,1,0.15,EasyPaisa,CANCELLED
O01378,C0473,P0041,2024-04-01,1,0.1,COD,Completed
O01379,C0419,P0030,2024-06-04,1,0.0,Bank Transfer,CANCELLED
O01380,C0021,P0029,2025-07-09,1,0.0,Easypaisa,Completed
O01381,C0491,P0010,2024-07-14,1,0.2,Easypaisa,Completed
O01382,C0257,P0094,2024-09-19,2,0.25,CASH,pending
O01383,C0298,P0028,2025-12-29,2,0.1,CASH,Cancelled
O01384,C0474,P0050,2024-11-03,1,0.25,Card,Completed
O01385,C0351,P0055,2023-06-13,1,0.05,easypaisa,Completed
O01386,C0051,P0017,2024-06-12,1,0.1,Cod,returned
O01387,C0213,P0021,2025-05-23,1,0.05,jazzcash,Completed
O01388,C0392,P0037,2024-09-25,20,0.25,Bank Transfer,completed
O01389,C0040,P0020,2023-09-06,3,0.0,CARD,Completed
O01390,C0399,P0099,2024-07-07,5,0.0,EasyPaisa,Returned
O01391,C0063,P0065,2025-12-30,1,0.0,EASYPAISA,RETURNED
O01392,C0403,P0011,2024-12-30,2,0.1,Card,Pending
O01393,C0413,P0025,2024-05-27,2,0.2,CASH,Completed
O01394,C0084,P0019,2024-12-01,1,0.3,COD,CANCELLED
O01395,C0246,P0097,2024-12-20,1,0.3,Easypaisa,Pending
O01396,C0054,P0066,2025-04-04,1,0.05,bank transfer,Pending
O01397,C0397,P0076,2023-05-18,5,0.25,Card,Pending
O01398,C9999,P0099,2025-07-26,1,0.25,jazzcash,Cancelled
O01399,C0461,P0006,2023-03-16,1,0.0,bank transfer,RETURNED
O01400,C0009,P0086,2025-02-01,2,0.15,cod,Completed
O01401,C0497,P0041,2025-08-07,1,0.3,CASH,Completed
O01402,C0304,P0018,2025-08-27,1,0.2,cod,returned
O01403,C0062,P0080,2023-03-08,2,0.25,Jazzcash,CANCELLED
O01404,C0160,P0069,2025-05-21,1,0.3,Cash,completed
O01405,C0481,P0039,2023-10-08,2,0.3,Easypaisa,Cancelled
O01406,C0144,P0044,2025-04-23,10,0.2,,completed
O01407,C0256,P0040,2024-09-06,1,0.0,jazzcash,Returned
O01408,C0095,P0092,2023-07-10,3,0.2,bank transfer,COMPLETED
O01409,C0186,P0015,2023-07-14,5,0.3,jazzcash,returned
O01410,C0455,P0016,2024-01-10,2,0.2,Cash,Cancelled
O01411,C0026,P0036,2024-09-29,3,0.2,bank transfer,completed
O01412,C0416,P0092,2024-08-31,4,0.25,JazzCash,COMPLETED
O01413,C0459,P0052,2023-03-25,1,0.15,Cash,Returned
O01414,C0138,P0095,2023-04-17,1,0.0,Bank Transfer,Completed
O01415,C0055,P0062,2023-03-29,1,0.1,easypaisa,Completed
O01416,C0136,P0021,2024-05-22,1,0.05,CARD,Completed
O01417,C0323,P0003,2025-08-21,1,0.25,CARD,Cancelled
O01418,C0378,P0088,2025-11-09,1,0.15,Cash,RETURNED
O01419,C0296,P0094,2024-01-20,1,0.05,CASH,PENDING
O01420,C0109,P0079,2025-03-06,1,0.2,jazzcash,RETURNED
O01421,C0070,P0052,2025-04-22,4,0.1,JazzCash,Cancelled
O01422,C0316,P0016,2025-05-10,1,0.2,EasyPaisa,Completed
O01423,C0059,P0052,2024-01-27,2,0.25,card,Cancelled
O01424,C0417,P0083,2023-09-03,-1,0.05,Card,completed
O01425,C0119,P0032,2023-04-06,2,0.25,EASYPAISA,Cancelled
O01426,C0495,P0028,2024-07-20,5,0.2,Cash,Cancelled
O01427,C0368,P0015,2023-01-29,1,0.1,card,PENDING
O01428,C0074,P0019,2023-09-10,3,0.1,Easypaisa,PENDING
O01429,C0338,P0067,2024-07-17,1,0.05,cod,cancelled
O01430,C0106,P0050,2024-12-24,1,0.25,COD,Cancelled
O01431,C0251,P0063,2024-07-14,1,0.1,Cash,Pending
O01432,C0238,P0021,2023-05-06,2,0.3,CASH,Pending
O01433,C0269,P0038,2024-02-22,1,0.1,card,returned
O01434,C0144,P0023,2025-05-22,2,0.15,bank transfer,completed
O01435,C0301,P0059,2024-12-13,1,0.05,EasyPaisa,cancelled
